DATE,URL,GDELT_TONE_BASELINE,SCORE_YOUNG_MUSULMAN,SCORE_OLD_CHRISTIAN
20260505210000,https://www.wbaa.org/npr-news/2026-05-05/a-legal-scholar-and-backtalker-defends-critical-race-theory-a-term-she-helped-coin,-1.05708245243129,20.0,20.0
20260505210000,https://www.wkms.org/npr-news/2026-05-05/a-legal-scholar-and-backtalker-defends-critical-race-theory-a-term-she-helped-coin,-1.05708245243129,0.0,20.0
20260505210000,https://www.wrvo.org/2026-05-05/a-legal-scholar-and-backtalker-defends-critical-race-theory-a-term-she-helped-coin,-1.05708245243129,0.0,20.0
20260505210000,https://www.sandiegouniontribune.com/2026/05/05/former-prison-guard-pleads-guilty-new-york-inmate-beating/,-9.73451327433628,20.0,72.0
20260505210000,https://www.sandiegouniontribune.com/2026/05/05/california-investigates-trump-offshore-wind/,2.11946050096339,22.0,72.0
20260505210000,https://theintercept.com/2026/05/04/trump-boat-strikes-fentanyl-cocaine-drug-supply/,-6.61096985107156,82.0,82.0
20260505210000,https://theconversation.com/from-ancient-goddesses-to-modern-peace-activists-mothers-day-celebrates-womens-political-power-275805,4.23913043478261,0.0,0.0
20260505210000,https://theintercept.com/2026/05/02/public-apology-comey-mamdani/,-3.37609723160027,22.0,22.0
20260505210000,https://www.wwno.org/politics/2026-05-05/louisiana-lawmakers-to-begin-congressional-map-revisions-friday,0.0,22.0,22.0
20260505210000,https://www.sott.net/article/506132-The-mainstream-media-is-finally-beginning-to-echo-Americans-outrage-at-Israeli-slaughter,-5.20748576078112,0.0,0.0
20260505210000,https://www.hottalkradio.com/commentary/2026/05/06,-3.85852090032154,0.0,10.0
20260505210000,https://wgrd.com/teen-charged-alleged-dog-torture/,-8.6864406779661,0.0,80.0
20260505210000,http://www.californiatelegraph.com/news/279032486/crexendo-announces-first-quarter-2026-results,0.954861111111111,0.0,0.0
20260505210000,https://www.bluemountainsgazette.com.au/story/9239317/the-echidna-will-australians-learn-to-love-their-greens/,-0.459921156373193,0.0,0.0
20260505210000,https://www.kcra.com/article/senate-republicans-immigration-plan-1-billion-white-house-ballroom/71221896,-0.207253886010363,61.0,64.0
20260505210000,https://www.wmtw.com/article/senate-republicans-immigration-plan-1-billion-white-house-ballroom/71221896,-0.207253886010363,61.0,51.0
20260505210000,https://www.wxii12.com/article/senate-republicans-immigration-plan-1-billion-white-house-ballroom/71221896,-0.207253886010363,61.0,64.0
20260505210000,https://www.mandurahmail.com.au/story/9239317/the-echidna-will-australians-learn-to-love-their-greens/,-0.6765899864682,0.0,0.0
20260505210000,https://www.northerndailyleader.com.au/story/9239317/the-echidna-will-australians-learn-to-love-their-greens/,-0.66006600660066,0.0,0.0
20260505210000,https://www.ulladullatimes.com.au/story/9239317/the-echidna-will-australians-learn-to-love-their-greens/,-0.663129973474801,0.0,0.0
20260505210000,https://www.fool.com/earnings/call-transcripts/2026/05/05/leonardo-drs-drs-q1-2026-earnings-transcript/?source=iedfolrf0000001,2.11704218962649,0.0,0.0
20260505210000,https://www.fool.com/earnings/call-transcripts/2026/05/05/palladyne-ai-pdyn-q1-2026-earnings-transcript/?source=iedfolrf0000001,0.599979311058239,0.0,0.0
20260505210000,https://www.fool.com/earnings/call-transcripts/2026/05/05/ul-solutions-uls-q1-2026-earnings-transcript/?source=iedfolrf0000001,2.67871048123345,0.0,0.0
20260505210000,https://www.fool.com/earnings/call-transcripts/2026/05/05/unitil-utl-q1-2026-earnings-transcript/?source=iedfolrf0000001,2.25071970688301,0.0,0.0
20260505210000,https://www.manilatimes.net/2026/05/06/tmt-newswire/globenewswire/talen-energy-reports-first-quarter-2026-results-reaffirms-2026-guidance/2336560,1.00783874580067,0.0,0.0
20260505210000,https://www.manilatimes.net/2026/05/06/tmt-newswire/globenewswire/astera-labs-reports-first-quarter-2026-financial-results/2336566,-0.167841557569655,0.0,0.0
20260505210000,https://www.manilatimes.net/2026/05/06/tmt-newswire/globenewswire/blackline-announces-first-quarter-financial-results/2336564,-0.0278164116828927,0.0,0.0
20260505210000,https://www.manilatimes.net/2026/05/06/tmt-newswire/globenewswire/enact-reports-first-quarter-2026-results/2336600,-2.18029350104822,0.0,0.0
20260505210000,https://www.manilatimes.net/2026/05/06/tmt-newswire/globenewswire/mueller-water-products-reports-2026-second-quarter-results/2336605,-0.316729052692196,0.0,0.0
20260505210000,https://www.manilatimes.net/2026/05/06/tmt-newswire/globenewswire/adaptive-biotechnologies-reports-first-quarter-2026-financial-results/2336563,-0.717810677433827,0.0,0.0
20260505210000,https://www.manilatimes.net/2026/05/06/tmt-newswire/globenewswire/archrock-reports-first-quarter-2026-results/2336588,-1.55289550307344,0.0,0.0
20260505210000,https://www.manilatimes.net/2026/05/06/tmt-newswire/globenewswire/global-net-lease-reports-first-quarter-2026-results/2336592,-0.910470409711684,0.0,0.0
20260505210000,https://www.manilatimes.net/2026/05/06/tmt-newswire/globenewswire/myriad-genetics-reports-first-quarter-2026-financial-results-reiterates-2026-financial-guidance-reflecting-ongoing-progress-in-the-cancer-care-continuum-business/2336565,-0.895208004212744,0.0,0.0
20260505210000,https://www.manilatimes.net/2026/05/06/tmt-newswire/globenewswire/par-pacific-holdings-reports-first-quarter-2026-results/2336583,-1.24434389140271,0.0,0.0
20260505210000,https://www.manilatimes.net/2026/05/06/tmt-newswire/globenewswire/greenlight-re-announces-financial-results-for-first-quarter-march-31-2026/2336604,-1.61290322580645,0.0,0.0
20260505210000,https://www.kcra.com/article/republicans-1-billion-trump-ballroom-security/71218700,-1.41388174807198,42.0,42.0
20260505210000,https://www.airforcetimes.com/pay-benefits/military-benefits/health-care/2026/05/05/defense-department-proposes-splitting-military-health-system-budget/,0.423280423280423,0.0,10.0
20260505210000,https://www.kbzk.com/politics/congress/senate-gop-eyes-1b-for-trump-ballroom-security-as-part-of-ice-border-patrol-package,-1.72143974960876,21.0,21.0
20260505210000,https://www.bluemountainsgazette.com.au/story/9240272/the-lost-boys-schmigadoon-lead-tony-nominations/,3.81895332390382,0.0,0.0
20260505210000,https://www.mandurahmail.com.au/story/9240272/the-lost-boys-schmigadoon-lead-tony-nominations/,3.77094972067039,0.0,0.0
20260505210000,https://stanforddaily.com/2026/05/05/ceasefire-vote-courage/,-2.59481037924152,72.0,72.0
20260505210000,https://www.harpersbazaar.com/culture/art-books-music/a71157240/anna-konkle-first-now-next-questionnaire/,1.17647058823529,0.0,0.0
20260505210000,https://pmnewsnigeria.com/2026/05/05/alleged-coup-presidential-villa-worker-opens-up-on-how-he-was-recruited-by-disgruntled-colonel/,-3.4446764091858,21.0,20.0
20260505210000,https://pmnewsnigeria.com/2026/05/05/benue-apc-peace-meeting-did-not-endorse-automatic-tickets-dep-gov/,-1.75879396984925,20.0,22.0
20260505210000,https://www.hottalkradio.com/news/2026/05/06/,-3.70096225018505,62.0,62.0
20260505210000,https://pmnewsnigeria.com/2026/05/05/lalong-chose-difficult-path-of-peace-reconciliation-as-plateau-governor-tinubu/,4.07407407407407,0.0,0.0
20260505210000,https://statehouse.gov.ng/president-tinubu-congratulates-senator-simon-lalong-on-his-birthday/,4.8780487804878,0.0,0.0
20260505210000,https://www.theyeshivaworld.com/news/general/2545263/retired-supreme-court-justice-louise-arbour-named-canadas-next-governor-general.html,1.64705882352941,20.0,20.0
20260505210000,https://africanmanager.com/trois-entreprises-americaines-pretes-a-etendre-leurs-activites-en-tunisie/,5.47368421052632,0.0,0.0
20260505210000,https://www.aljazeera.net/politics/2026/5/5/%D8%A5%D8%AC%D8%A7%D8%A8%D8%A9-%D8%B5%D8%A7%D8%AF%D9%85%D8%A9-%D9%84%D8%B3%D8%A4%D8%A7%D9%84-%D9%82%D8%AF%D9%8A%D9%85-%D9%84%D9%85%D8%A7%D8%B0%D8%A7-%D9%8A%D8%AF%D8%B9%D9%85,-2.58881850729827,82.0,82.0
20260505210000,https://bravonet.ro/surpriza-uriasa-pe-covorul-rosu-intalnirea-bizara-dintre-kris-jenner-de-70-de-ani-si-bad-bunny/,0.367647058823529,22.0,22.0
20260505210000,https://www.inewsgr.com/27/roubio-deka-naftikoi-pethanan-sto-ormouz-logo-ton-synechizomenon-sygkrouseon.htm,-2.44565217391304,80.0,80.0
20260505210000,https://www.sudouest.fr/international/guerre-au-moyen-orient-le-detroit-d-ormuz-au-coeur-des-tensions-les-etats-unis-menacent-d-une-reprise-des-combats-pour-faire-plier-l-iran-28950847.php,-4.80349344978166,82.0,82.0
20260505210000,https://www.tanea.gr/2026/05/05/world/roympio-deka-naytikoi-pethanan-sto-ormoyz-logo-ton-synexizomenon-sygkroyseon/,-2.44565217391304,71.0,71.0
20260505210000,https://www.elheraldo.co/mundo/2026/05/05/rubio-dice-que-quiere-hablar-con-el-papa-leon-xiv-sobre-el-envio-de-ayuda-humanitaria-a-cuba/,1.02040816326531,21.0,21.0
20260505210000,https://www.enikos.gr/international/marko-roubio-telos-i-epicheirisi-epiki-orgi-tora-eimaste-sto-project-freedom/2576683/,-3.00751879699248,71.0,71.0
